,SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,AOD,STT,DLY,DLY_RATE
4824,2019,9,20,금,ARP2,ARP3,I,I1567,D,19:00,0.0,0.00040691545424752706
4825,2019,9,20,금,ARP2,ARP3,J,J1005,A,10:00,0.0,0.0005007745550564504
4826,2019,9,20,금,ARP3,ARP2,J,J1005,D,9:00,0.0,0.00028513944885324093
4827,2019,9,20,금,ARP3,ARP1,J,J1204,A,7:50,0.0,0.00019976849908515115
4828,2019,9,20,금,ARP1,ARP3,J,J1204,D,6:40,0.0,0.0002923106143999904
4829,2019,9,20,금,ARP3,ARP1,J,J1238,A,15:00,0.0,0.0001602505739306612
4830,2019,9,20,금,ARP1,ARP3,J,J1238,D,13:50,0.0,0.0017288327108136343
4831,2019,9,20,금,ARP1,ARP3,J,J1259,A,20:10,1.0,0.9985294913282703
4832,2019,9,20,금,ARP3,ARP1,J,J1259,D,19:00,1.0,0.9989449924460291
4833,2019,9,20,금,ARP3,ARP1,A,A1901,A,7:15,0.0,0.00023920400394732253
4834,2019,9,20,금,ARP1,ARP3,A,A1901,D,6:05,0.0,0.0005113215885153242
4835,2019,9,20,금,ARP1,ARP3,A,A1922,A,13:20,1.0,0.9978264870292307
4836,2019,9,20,금,ARP3,ARP1,A,A1922,D,12:10,1.0,0.9983066554892852
4837,2019,9,20,금,ARP1,ARP3,A,A1948,A,15:30,0.0,0.0001803503188323403
4838,2019,9,20,금,ARP3,ARP1,A,A1948,D,14:20,0.0,0.020478093896274224
4839,2019,9,20,금,ARP3,ARP1,A,A1971,A,17:10,0.0,0.0003575488939812594
4840,2019,9,20,금,ARP1,ARP3,A,A1971,D,15:55,0.0,0.0003171399654932308
4841,2019,9,20,금,ARP2,ARP3,B,B1100,A,9:30,0.0,0.0002856329962435584
4842,2019,9,20,금,ARP3,ARP2,B,B1100,D,8:30,0.0,0.0002462893109889155
4843,2019,9,20,금,ARP1,ARP3,F,F1204,A,9:40,0.0,0.000425729324134771
4844,2019,9,20,금,ARP3,ARP1,F,F1204,D,8:30,0.0,0.0002769837099060502
4845,2019,9,20,금,ARP1,ARP3,F,F1218,A,15:55,0.0,0.0003849886233091236
4846,2019,9,20,금,ARP3,ARP1,F,F1231,A,20:35,1.0,0.9990768975623322
4847,2019,9,20,금,ARP1,ARP3,F,F1231,D,19:25,1.0,0.9987927878745996
4848,2019,9,20,금,ARP6,ARP3,F,F1706,A,22:25,0.0,0.00032301751319369505
4849,2019,9,20,금,ARP3,ARP6,F,F1706,D,21:15,0.0,0.00033793486435680886
4850,2019,9,20,금,ARP3,ARP1,H,H1115,A,13:35,0.0,0.002331240442002472
4851,2019,9,20,금,ARP1,ARP3,H,H1115,D,12:15,0.0,0.0003222146557846262
4852,2019,9,20,금,ARP3,ARP1,H,H1129,A,20:15,0.0,0.00017690622317430773
4853,2019,9,20,금,ARP3,ARP1,H,H1151,A,7:30,0.0,0.00011884125550268804
4854,2019,9,20,금,ARP1,ARP3,H,H1151,D,6:15,0.0,0.0002918702775871725
4855,2019,9,20,금,ARP3,ARP2,H,H1515,A,18:00,0.0,0.0008388733223281767
4856,2019,9,20,금,ARP2,ARP3,H,H1515,D,17:05,0.0,0.0009941958459373438
4857,2019,9,20,금,ARP6,ARP3,H,H1852,A,9:05,0.0,0.2890192961251062
4858,2019,9,20,금,ARP3,ARP1,I,I1325,A,16:50,1.0,0.9988324903868993
4859,2019,9,20,금,ARP1,ARP3,I,I1325,D,15:35,1.0,0.9989347560726901
4860,2019,9,20,금,ARP6,ARP3,I,I1552,A,10:20,0.0,0.000589330458041396
4861,2019,9,20,금,ARP3,ARP6,I,I1552,D,9:10,0.0,0.00024558833303551966
4862,2019,9,20,금,ARP3,ARP2,J,J1006,A,8:35,0.0,8.240181545613115e-05
4863,2019,9,20,금,ARP2,ARP3,J,J1006,D,7:35,0.0,0.00021798291860694493
4864,2019,9,20,금,ARP1,ARP3,J,J1205,A,8:10,0.0,0.000284988331317317
4865,2019,9,20,금,ARP3,ARP1,J,J1205,D,7:00,0.0,0.0001805627121412415
4866,2019,9,20,금,ARP3,ARP1,J,J1220,A,12:15,0.0,0.0006980872809797204
4867,2019,9,20,금,ARP1,ARP3,J,J1220,D,11:05,0.0,0.00030861869449291845
4868,2019,9,20,금,ARP1,ARP3,A,A1902,A,7:50,1.0,0.9979614241342485
4869,2019,9,20,금,ARP3,ARP1,A,A1902,D,6:40,1.0,0.9978643603953787
4870,2019,9,20,금,ARP1,ARP3,A,A1950,A,17:00,0.0,0.00027606644021949865
4871,2019,9,20,금,ARP3,ARP1,A,A1950,D,15:50,0.0,0.3546505617388249
4872,2019,9,20,금,ARP1,ARP3,A,A1972,A,18:50,0.0,0.0004561525541000926
4873,2019,9,20,금,ARP3,ARP1,A,A1972,D,17:40,0.0,0.00015327093281417256
4874,2019,9,20,금,ARP1,ARP3,A,A1996,A,22:05,0.0,0.000690586772859863
4875,2019,9,20,금,ARP3,ARP1,A,A1996,D,20:55,0.0,0.00028341573248227733
4876,2019,9,20,금,ARP3,ARP2,B,B1101,A,7:55,0.0,0.0004058179825133494
4877,2019,9,20,금,ARP2,ARP3,B,B1101,D,6:50,0.0,0.00022421229996041236
4878,2019,9,20,금,ARP3,ARP2,B,B1183,A,12:45,0.0,0.00010861464351424009
4879,2019,9,20,금,ARP2,ARP3,B,B1183,D,11:45,0.0,0.044976507242939126
4880,2019,9,20,금,ARP3,ARP1,F,F1205,A,7:55,0.0,0.0004672066516036562
4881,2019,9,20,금,ARP1,ARP3,F,F1205,D,6:50,0.0,0.00028211354557787196
4882,2019,9,20,금,ARP3,ARP1,F,F1218,D,14:45,0.0,0.0002790716119277101
4883,2019,9,20,금,ARP1,ARP3,F,F1232,A,22:25,0.0,0.0001670978570312966
4884,2019,9,20,금,ARP3,ARP1,F,F1232,D,21:15,1.0,0.9991492787440927
4885,2019,9,20,금,ARP3,ARP2,F,F1901,A,8:00,0.0,0.0007992386378837047
4886,2019,9,20,금,ARP2,ARP3,F,F1901,D,7:00,0.0,0.0003099756621973704
4887,2019,9,20,금,ARP1,ARP3,H,H1116,A,14:35,0.0,0.00020263803784220007
4888,2019,9,20,금,ARP3,ARP1,H,H1116,D,13:25,1.0,0.9967474998891139
4889,2019,9,20,금,ARP1,ARP3,H,H1129,D,19:05,0.0,0.0003538937698945919
4890,2019,9,20,금,ARP3,ARP6,H,H1852,D,7:55,0.0,0.4756080125992425
4891,2019,9,20,금,ARP1,ARP3,I,I1326,A,16:40,0.0,0.0024858357393911274
4892,2019,9,20,금,ARP3,ARP1,I,I1326,D,15:30,1.0,0.9990265054953088
4893,2019,9,20,금,ARP3,ARP6,I,I1553,A,12:05,0.0,0.0006970522033596269
4894,2019,9,20,금,ARP6,ARP3,I,I1553,D,10:55,0.0,0.0002857506620353198
4895,2019,9,20,금,ARP2,ARP3,I,I1568,A,20:00,1.0,0.9981410489065768
4896,2019,9,20,금,ARP3,ARP2,I,I1568,D,19:05,1.0,0.9987296918637096
4897,2019,9,20,금,ARP3,ARP1,J,J1206,A,8:30,0.0,0.00020657555216195802
4898,2019,9,20,금,ARP1,ARP3,J,J1206,D,7:20,0.0,0.0002826360211035816
4899,2019,9,20,금,ARP1,ARP3,J,J1221,A,12:50,0.0,0.0007081892006581962
4900,2019,9,20,금,ARP3,ARP1,J,J1221,D,11:40,0.0,0.0009896785277638312
4901,2019,9,20,금,ARP1,ARP3,J,J1239,A,16:50,0.0,0.0009771567257163634
4902,2019,9,20,금,ARP3,ARP1,J,J1239,D,15:40,0.0,0.0001861341913421112
4903,2019,9,20,금,ARP3,ARP1,J,J1260,A,20:00,0.0,0.0008390264073418064
4904,2019,9,20,금,ARP1,ARP3,J,J1260,D,18:50,0.0,0.00023941347403045552
4905,2019,9,20,금,ARP1,ARP3,A,A1924,A,13:45,1.0,0.997881836135769
4906,2019,9,20,금,ARP3,ARP1,A,A1924,D,12:35,1.0,0.9982156118876138
4907,2019,9,20,금,ARP3,ARP1,A,A1973,A,19:00,0.0,0.00032823897530050926
4908,2019,9,20,금,ARP1,ARP3,A,A1973,D,17:50,0.0,0.0004105953993142322
4909,2019,9,20,금,ARP1,ARP3,A,A1998,A,22:20,0.0,0.0006822431546924983
4910,2019,9,20,금,ARP3,ARP1,A,A1998,D,21:10,0.0,0.02222762449682639
4911,2019,9,20,금,ARP2,ARP3,B,B1118,A,21:05,0.0,0.00023789211565536952
4912,2019,9,20,금,ARP3,ARP2,B,B1118,D,19:55,1.0,0.9988907880077296
4913,2019,9,20,금,ARP1,ARP3,F,F1206,A,10:00,0.0,0.0027688469143528956
4914,2019,9,20,금,ARP3,ARP1,F,F1206,D,8:50,0.0,0.0002892636911357203
4915,2019,9,20,금,ARP3,ARP1,F,F1219,A,15:45,0.0,0.00017158901299310086
4916,2019,9,20,금,ARP1,ARP3,F,F1219,D,14:35,1.0,0.9992761488563144
4917,2019,9,20,금,ARP3,ARP1,F,F1233,A,20:55,1.0,0.9954997231067964
4918,2019,9,20,금,ARP2,ARP3,F,F1904,A,11:05,1.0,0.9961006103534668
4919,2019,9,20,금,ARP3,ARP1,H,H1117,A,13:50,1.0,0.9984958757359685
4920,2019,9,20,금,ARP1,ARP3,H,H1117,D,12:40,1.0,0.9982445183701869
4921,2019,9,20,금,ARP1,ARP3,H,H1130,A,22:15,0.0,0.00013275644774272903
4922,2019,9,20,금,ARP3,ARP1,H,H1130,D,21:05,1.0,0.9988869524708557
4923,2019,9,20,금,ARP1,ARP3,H,H1154,A,13:30,1.0,0.9990296503177769
4924,2019,9,20,금,ARP3,ARP1,H,H1154,D,12:20,1.0,0.9989790104060239
4925,2019,9,20,금,ARP3,ARP1,H,H1155,A,16:40,0.0,0.00013217645204626497
4926,2019,9,20,금,ARP1,ARP3,H,H1155,D,15:25,1.0,0.6833335043261328
4927,2019,9,20,금,ARP2,ARP3,H,H1516,A,21:05,0.0,0.008504780555883554
4928,2019,9,20,금,ARP3,ARP2,H,H1516,D,20:05,1.0,0.999171086853111
4929,2019,9,20,금,ARP3,ARP6,H,H1853,A,20:35,0.0,0.00036069938106249517
4930,2019,9,20,금,ARP6,ARP3,H,H1853,D,19:25,0.0,0.00029544066034522284
4931,2019,9,20,금,ARP6,ARP3,I,I1554,A,15:25,1.0,0.9984842375505844
4932,2019,9,20,금,ARP3,ARP6,I,I1554,D,14:15,1.0,0.9988789711939199
4933,2019,9,20,금,ARP6,ARP3,I,I1582,A,10:40,0.0,0.0005884911968651646
4934,2019,9,20,금,ARP3,ARP6,I,I1582,D,9:30,0.0,0.009917141590701752
4935,2019,9,20,금,ARP2,ARP3,J,J1007,A,13:00,0.0,0.14543740822457463
4936,2019,9,20,금,ARP3,ARP2,J,J1007,D,12:00,1.0,0.5429589619151465
4937,2019,9,20,금,ARP3,ARP1,J,J1208,A,9:10,0.0,0.0013484943911675719
4938,2019,9,20,금,ARP1,ARP3,J,J1208,D,8:00,0.0,0.0002981617091488974
4939,2019,9,20,금,ARP3,ARP1,J,J1222,A,12:35,0.0,0.0006937336965804609
4940,2019,9,20,금,ARP1,ARP3,J,J1222,D,11:25,0.0,0.00032182720131310037
4941,2019,9,20,금,ARP1,ARP3,J,J1241,A,17:10,0.0,0.00014777732269511822
4942,2019,9,20,금,ARP3,ARP1,J,J1241,D,16:00,1.0,0.9986997447944378
4943,2019,9,20,금,ARP1,ARP3,J,J1261,A,21:00,0.0,0.0007976440728404376
4944,2019,9,20,금,ARP3,ARP1,J,J1261,D,19:50,0.0,0.00042113077822397444
4945,2019,9,20,금,ARP3,ARP1,A,A1903,A,7:35,0.0,0.00038579064683306216
4946,2019,9,20,금,ARP1,ARP3,A,A1903,D,6:25,0.0,0.0005052888147491812
4947,2019,9,20,금,ARP3,ARP1,A,A1925,A,9:40,1.0,0.9991239060257008
4948,2019,9,20,금,ARP1,ARP3,A,A1925,D,8:30,1.0,0.9988812142536829
4949,2019,9,20,금,ARP3,ARP1,A,A1951,A,15:10,0.0,0.00041007731233778987
4950,2019,9,20,금,ARP1,ARP3,A,A1951,D,14:00,0.0,0.4628398533364867
4951,2019,9,20,금,ARP1,ARP3,B,B1010,A,17:30,0.0,0.02041610579388514
4952,2019,9,20,금,ARP3,ARP1,B,B1010,D,16:20,1.0,0.9992847961385758
4953,2019,9,20,금,ARP2,ARP3,B,B1102,A,10:15,0.0,0.0003840976042897685
4954,2019,9,20,금,ARP3,ARP2,B,B1102,D,9:15,0.0,0.0002292081309759656
4955,2019,9,20,금,ARP4,ARP3,B,B1200,A,10:40,0.0,0.001680383141543203
4956,2019,9,20,금,ARP3,ARP4,B,B1200,D,9:35,1.0,0.9990037602116434
4957,2019,9,20,금,ARP3,ARP4,B,B1201,A,8:30,0.0,0.0004618793802954054
4958,2019,9,20,금,ARP4,ARP3,B,B1201,D,7:30,0.0,0.0002203818553806918
4959,2019,9,20,금,ARP3,ARP1,F,F1207,A,9:20,0.0,0.0004005577077786708
4960,2019,9,20,금,ARP1,ARP3,F,F1207,D,8:10,0.0,0.0006825526173736812
4961,2019,9,20,금,ARP1,ARP3,F,F1220,A,16:10,0.0,0.00018773278986731765
4962,2019,9,20,금,ARP3,ARP1,F,F1220,D,14:55,1.0,0.9992127044513225
4963,2019,9,20,금,ARP1,ARP3,F,F1233,D,19:45,1.0,0.9973231138357422
4964,2019,9,20,금,ARP3,ARP2,F,F1904,D,10:05,1.0,0.9973679705338535
4965,2019,9,20,금,ARP1,ARP3,H,H1118,A,15:10,0.0,0.11996202315573304
4966,2019,9,20,금,ARP3,ARP1,H,H1118,D,14:00,1.0,0.5565155884511914
4967,2019,9,20,금,ARP3,ARP1,H,H1133,A,20:45,0.0,0.00010936932975501368
4968,2019,9,20,금,ARP1,ARP3,H,H1133,D,19:35,0.0,0.012928709312638917
4969,2019,9,20,금,ARP1,ARP3,H,H1158,A,22:20,0.0,0.0001150392299899643
4970,2019,9,20,금,ARP3,ARP1,H,H1158,D,21:10,1.0,0.9964027119108548
4971,2019,9,20,금,ARP3,ARP8,H,H1601,A,11:05,0.0,0.00015874104206352874
4972,2019,9,20,금,ARP8,ARP3,H,H1601,D,10:15,0.0,0.0002760491942919026
4973,2019,9,20,금,ARP6,ARP3,H,H1854,A,18:45,0.0,0.002426037839688297
4974,2019,9,20,금,ARP3,ARP6,H,H1854,D,17:20,1.0,0.9986820234693825
4975,2019,9,20,금,ARP1,ARP3,I,I1328,A,18:00,0.0,0.0005717527184103668
4976,2019,9,20,금,ARP3,ARP1,I,I1328,D,16:45,0.0,0.0003816448918218952
4977,2019,9,20,금,ARP3,ARP6,I,I1557,A,17:10,1.0,0.9989299331415039
4978,2019,9,20,금,ARP6,ARP3,I,I1557,D,16:00,1.0,0.998504966993737
4979,2019,9,20,금,ARP3,ARP6,I,I1583,A,12:35,0.0,0.0010684550983923204
4980,2019,9,20,금,ARP6,ARP3,I,I1583,D,11:25,0.0,0.0003042826464926117
4981,2019,9,20,금,ARP3,ARP2,J,J1008,A,11:10,0.0,0.10766023679509916
4982,2019,9,20,금,ARP2,ARP3,J,J1008,D,10:10,0.0,0.36503189701318156
4983,2019,9,20,금,ARP1,ARP3,J,J1243,A,17:20,0.0,0.00029708850821642043
4984,2019,9,20,금,ARP3,ARP1,J,J1243,D,16:10,1.0,0.9988169154817115
4985,2019,9,20,금,ARP3,ARP1,J,J1262,A,20:20,0.0,0.0001929114905261028
4986,2019,9,20,금,ARP1,ARP3,J,J1262,D,19:10,0.0,0.0003098479251347592
4987,2019,9,20,금,ARP1,ARP3,A,A1904,A,9:05,0.0,0.0004277638585116221
4988,2019,9,20,금,ARP3,ARP1,A,A1904,D,7:55,0.0,0.0002194767449599992
4989,2019,9,20,금,ARP3,ARP1,A,A1927,A,11:00,0.0,0.0006454557355940008
4990,2019,9,20,금,ARP1,ARP3,A,A1927,D,9:50,0.0,0.0002668968690290055
4991,2019,9,20,금,ARP3,ARP1,A,A1953,A,15:10,0.0,0.002410270421101165
4992,2019,9,20,금,ARP1,ARP3,A,A1953,D,14:05,0.0,0.0002584252075212379
4993,2019,9,20,금,ARP1,ARP3,A,A1980,A,20:10,0.0,0.0008002690824469261
4994,2019,9,20,금,ARP3,ARP1,A,A1980,D,19:00,0.0,0.00022196918204613086
4995,2019,9,20,금,ARP3,ARP1,B,B1011,A,8:05,0.0,0.00021249710423604327
4996,2019,9,20,금,ARP1,ARP3,B,B1011,D,6:55,0.0,0.0004199899938356795
4997,2019,9,20,금,ARP3,ARP2,B,B1103,A,8:40,0.0,0.00036959441773416274
4998,2019,9,20,금,ARP2,ARP3,B,B1103,D,7:40,0.0,0.00038111533885650916
4999,2019,9,20,금,ARP2,ARP3,B,B1104,A,11:30,0.0,0.0001127476967496969
5000,2019,9,20,금,ARP3,ARP2,B,B1104,D,10:40,1.0,0.9939308117042501
5001,2019,9,20,금,ARP2,ARP3,B,B1106,A,10:30,0.0,0.0005700674566217962
5002,2019,9,20,금,ARP3,ARP2,B,B1106,D,9:20,1.0,0.9962178394627187
5003,2019,9,20,금,ARP3,ARP2,B,B1133,A,8:55,1.0,0.9983500781073575
5004,2019,9,20,금,ARP2,ARP3,B,B1133,D,7:55,1.0,0.9980783892614709
5005,2019,9,20,금,ARP1,ARP3,F,F1208,A,11:00,1.0,0.9990119384710948
5006,2019,9,20,금,ARP3,ARP1,F,F1221,A,16:50,0.0,0.0005325394208844688
5007,2019,9,20,금,ARP1,ARP3,F,F1221,D,15:40,0.0,0.00029123862942206853
5008,2019,9,20,금,ARP1,ARP3,F,F1252,A,16:45,0.0,0.00015866777721046981
5009,2019,9,20,금,ARP3,ARP1,F,F1252,D,15:35,1.0,0.9988426700873478
5010,2019,9,20,금,ARP3,ARP1,H,H1101,A,7:35,0.0,0.0006013878975329036
5011,2019,9,20,금,ARP1,ARP3,H,H1101,D,6:25,0.0,0.00026128259299725487
5012,2019,9,20,금,ARP3,ARP1,H,H1119,A,14:45,1.0,0.9987491595320274
5013,2019,9,20,금,ARP1,ARP3,H,H1134,A,22:30,0.0,6.393470018608922e-05
5014,2019,9,20,금,ARP3,ARP1,H,H1134,D,21:20,1.0,0.9990521567862872
5015,2019,9,20,금,ARP3,ARP1,I,I1311,A,11:35,0.0,0.0004974161844252676
5016,2019,9,20,금,ARP1,ARP3,I,I1311,D,10:25,0.0,0.00030669847914060593
5017,2019,9,20,금,ARP1,ARP3,I,I1330,A,18:10,0.0,0.0005349814039488374
5018,2019,9,20,금,ARP3,ARP1,I,I1330,D,17:00,0.0,0.0001964287063484563
5019,2019,9,20,금,ARP6,ARP3,I,I1584,A,11:55,1.0,0.9982944376975417
5020,2019,9,20,금,ARP3,ARP6,I,I1584,D,10:45,1.0,0.998710695447112
5021,2019,9,20,금,ARP2,ARP3,J,J1009,A,17:50,0.0,0.0007133111741088899
5022,2019,9,20,금,ARP3,ARP2,J,J1009,D,16:50,0.0,0.0002035242778056884
5023,2019,9,20,금,ARP3,ARP2,J,J1010,A,14:50,0.0,0.15670682659500648
5024,2019,9,20,금,ARP2,ARP3,J,J1010,D,13:50,1.0,0.5729600571289842
5025,2019,9,20,금,ARP3,ARP1,J,J1210,A,9:40,0.0,0.0029046097384839813
5026,2019,9,20,금,ARP1,ARP3,J,J1210,D,8:30,0.0,0.00037281202841000155
5027,2019,9,20,금,ARP1,ARP3,J,J1263,A,21:40,0.0,0.002808219991059795
5028,2019,9,20,금,ARP3,ARP1,J,J1263,D,20:30,0.0,0.000465295034332769
5029,2019,9,20,금,ARP1,ARP3,A,A1906,A,9:30,1.0,0.9980634299032217
5030,2019,9,20,금,ARP3,ARP1,A,A1906,D,8:20,1.0,0.9980778013667778
5031,2019,9,20,금,ARP3,ARP1,A,A1931,A,11:25,1.0,0.9982740480229961
5032,2019,9,20,금,ARP1,ARP3,A,A1931,D,10:15,1.0,0.9977302539742056
5033,2019,9,20,금,ARP1,ARP3,A,A1956,A,17:05,0.0,0.0005405989590268765
5034,2019,9,20,금,ARP3,ARP1,A,A1956,D,15:55,0.0,0.00015802715726999356
5035,2019,9,20,금,ARP3,ARP1,A,A1981,A,19:35,1.0,0.9991389143568139
5036,2019,9,20,금,ARP1,ARP3,A,A1981,D,18:25,1.0,0.9987092549065231
5037,2019,9,20,금,ARP1,ARP3,B,B1012,A,20:30,0.0,0.0003180695083059744
5038,2019,9,20,금,ARP3,ARP2,B,B1135,A,18:30,0.0,9.298503512665097e-05
5039,2019,9,20,금,ARP2,ARP3,B,B1135,D,17:35,0.0,0.00024628002406363344
5040,2019,9,20,금,ARP4,ARP3,B,B1206,A,21:00,1.0,0.5826381890918064
5041,2019,9,20,금,ARP3,ARP4,B,B1206,D,19:35,0.0,0.22038165398275264
5042,2019,9,20,금,ARP3,ARP1,F,F1208,D,9:50,1.0,0.9989074820184525
5043,2019,9,20,금,ARP1,ARP3,F,F1222,A,18:45,0.0,0.0005585610790051649
5044,2019,9,20,금,ARP3,ARP1,F,F1222,D,17:35,0.0,0.0002478429719567787
5045,2019,9,20,금,ARP3,ARP13,F,F1301,A,11:50,0.0,0.0002548525019423595
5046,2019,9,20,금,ARP13,ARP3,F,F1301,D,10:55,0.0,0.015424563243838332
5047,2019,9,20,금,ARP3,ARP1,H,H1103,A,8:10,0.0,0.07013409054061949
5048,2019,9,20,금,ARP1,ARP3,H,H1103,D,7:00,1.0,0.5042981027604876
5049,2019,9,20,금,ARP1,ARP3,H,H1119,D,13:30,1.0,0.9989562636817313
5050,2019,9,20,금,ARP1,ARP3,H,H1140,A,8:50,1.0,0.9980055887865296
5051,2019,9,20,금,ARP3,ARP1,H,H1140,D,7:40,1.0,0.9984942068789334
5052,2019,9,20,금,ARP8,ARP3,H,H1602,A,9:10,0.0,0.0024619435972822556
5053,2019,9,20,금,ARP3,ARP8,H,H1602,D,8:20,0.0,0.001745959978221827
5054,2019,9,20,금,ARP1,ARP3,I,I1312,A,14:45,1.0,0.9987026074229354
5055,2019,9,20,금,ARP3,ARP1,I,I1312,D,13:35,1.0,0.9988483937675248
5056,2019,9,20,금,ARP3,ARP1,I,I1331,A,18:30,1.0,0.9989902401936845
5057,2019,9,20,금,ARP1,ARP3,I,I1331,D,17:20,1.0,0.9984327727308733
5058,2019,9,20,금,ARP6,ARP3,I,I1558,A,18:35,1.0,0.9986376042776155
5059,2019,9,20,금,ARP3,ARP6,I,I1558,D,17:25,1.0,0.998898392583225
5060,2019,9,20,금,ARP3,ARP6,I,I1585,A,13:40,1.0,0.998766397572374
5061,2019,9,20,금,ARP6,ARP3,I,I1585,D,12:30,1.0,0.9979876171679216
5062,2019,9,20,금,ARP1,ARP3,J,J1211,A,10:20,0.0,0.0010871096263155616
5063,2019,9,20,금,ARP3,ARP1,J,J1211,D,9:10,0.0,0.0033943219589839535
5064,2019,9,20,금,ARP1,ARP3,J,J1225,A,14:00,0.0,0.00043838913753900836
5065,2019,9,20,금,ARP3,ARP1,J,J1225,D,12:50,0.0,0.00021673900054573555
5066,2019,9,20,금,ARP3,ARP1,J,J1244,A,16:30,0.0,0.00015056436225421643
5067,2019,9,20,금,ARP1,ARP3,J,J1244,D,15:20,1.0,0.9989141123708398
5068,2019,9,20,금,ARP3,ARP6,A,A1231,A,8:00,0.0,0.0004328446866950039
5069,2019,9,20,금,ARP6,ARP3,A,A1231,D,6:55,0.0,0.000259032458236572
5070,2019,9,20,금,ARP3,ARP1,A,A1911,A,7:50,0.0,0.00019784190891811835
5071,2019,9,20,금,ARP1,ARP3,A,A1911,D,6:40,0.0,0.0002283245221317155
5072,2019,9,20,금,ARP3,ARP1,A,A1957,A,15:30,1.0,0.6151991040019085
5073,2019,9,20,금,ARP1,ARP3,A,A1957,D,14:25,1.0,0.5602726272591155
5074,2019,9,20,금,ARP3,ARP1,B,B1012,D,19:20,0.0,0.00017292552951893775
5075,2019,9,20,금,ARP3,ARP2,B,B1107,A,8:35,0.0,0.0004203932410402201
5076,2019,9,20,금,ARP2,ARP3,B,B1107,D,7:35,0.0,0.00023439562317331298
5077,2019,9,20,금,ARP2,ARP3,B,B1136,A,9:40,0.0,0.0004990436798444722
5078,2019,9,20,금,ARP3,ARP2,B,B1136,D,8:40,0.0,0.005231506537587534
5079,2019,9,20,금,ARP3,ARP4,B,B1207,A,18:55,0.0,0.0005340263315854285
5080,2019,9,20,금,ARP4,ARP3,B,B1207,D,17:55,0.0,0.19536483067347607
5081,2019,9,20,금,ARP3,ARP1,F,F1209,A,11:00,0.0,0.0007211988392572404
5082,2019,9,20,금,ARP1,ARP3,F,F1209,D,9:50,0.0,0.0003548491718125581
5083,2019,9,20,금,ARP3,ARP1,F,F1223,A,17:05,0.0,0.00021287692910630467
5084,2019,9,20,금,ARP13,ARP3,F,F1302,A,10:25,0.0,0.00015826888421662547
5085,2019,9,20,금,ARP3,ARP13,F,F1302,D,9:30,0.0,0.0005476771918695196
5086,2019,9,20,금,ARP1,ARP3,H,H1104,A,10:55,0.0,0.09837246591516795
5087,2019,9,20,금,ARP3,ARP1,H,H1104,D,9:45,1.0,0.5864044385135548
5088,2019,9,20,금,ARP1,ARP3,H,H1120,A,17:35,0.0,0.00043000269049646764
5089,2019,9,20,금,ARP3,ARP1,H,H1120,D,16:25,0.0,0.00015567067906680515
5090,2019,9,20,금,ARP3,ARP1,H,H1141,A,10:35,1.0,0.9989724526664518
5091,2019,9,20,금,ARP1,ARP3,H,H1141,D,9:25,1.0,0.998397796530059
5092,2019,9,20,금,ARP2,ARP3,H,H1504,A,11:45,0.0,0.003114142322928553
5093,2019,9,20,금,ARP3,ARP2,H,H1504,D,10:45,0.0,0.0027962920012883775
5094,2019,9,20,금,ARP3,ARP8,H,H1605,A,19:20,0.0,0.0006875503517590903
5095,2019,9,20,금,ARP8,ARP3,H,H1605,D,18:30,0.0,0.0002550011606904737
5096,2019,9,20,금,ARP1,ARP3,I,I1332,A,19:00,0.0,0.0012470510735328366
5097,2019,9,20,금,ARP3,ARP1,I,I1332,D,17:45,0.0,0.016434994683774656
5098,2019,9,20,금,ARP3,ARP6,I,I1559,A,20:30,1.0,0.9988973533295248
5099,2019,9,20,금,ARP6,ARP3,I,I1559,D,19:20,1.0,0.9987076155877822
5100,2019,9,20,금,ARP2,ARP3,J,J1011,A,18:40,0.0,0.0013100916715704826
5101,2019,9,20,금,ARP3,ARP2,J,J1011,D,17:40,0.0,0.2485583202587921
5102,2019,9,20,금,ARP3,ARP1,J,J1212,A,10:10,0.0,0.0010254393671710984
5103,2019,9,20,금,ARP1,ARP3,J,J1212,D,9:00,0.0,0.0003653061655708565
5104,2019,9,20,금,ARP3,ARP1,J,J1226,A,13:30,0.0,0.0011524741149925148
5105,2019,9,20,금,ARP1,ARP3,J,J1226,D,12:20,0.0,0.00041172705589578455
5106,2019,9,20,금,ARP3,ARP1,J,J1264,A,21:10,0.0,0.0011505469989452188
5107,2019,9,20,금,ARP1,ARP3,J,J1264,D,20:00,0.0,0.0007958046818396555
5108,2019,9,20,금,ARP6,ARP3,A,A1232,A,12:25,0.0,0.0008266264476355607
5109,2019,9,20,금,ARP3,ARP6,A,A1232,D,11:20,0.0,0.00024308543156501436
5110,2019,9,20,금,ARP1,ARP3,A,A1932,A,14:20,0.0,0.000714397891407274
5111,2019,9,20,금,ARP3,ARP1,A,A1932,D,13:10,0.0,0.0008234896993025331
5112,2019,9,20,금,ARP3,ARP1,A,A1983,A,19:55,0.0,0.00023078418458417457
5113,2019,9,20,금,ARP1,ARP3,A,A1983,D,18:45,1.0,0.9946636533441062
5114,2019,9,20,금,ARP2,ARP3,B,B1108,A,14:30,0.0,0.0008087404976550865
5115,2019,9,20,금,ARP3,ARP2,B,B1108,D,13:30,0.0,0.00020237009764256024
